task_id,user,type,job,machine,datetime
25f56e8b7a4652824bb5a74bea0684ec,429932,100,7248,23,2021-06-21 11:04:00
1e1d5943842d98688107a269e31d96ed,429932,101,7248,23,2021-06-21 12:56:00
436a93c37598c2cc4ef1be83fdb50f4e,279842,100,8745,24,2021-06-21 11:20:00
ae31af9583efb5a4ee89f26133f4ca73,279842,101,8745,24,2021-06-21 12:40:00
3b591277456495eb58d1a507f1a807b0,649406,100,7272,28,2021-06-21 12:12:00
ba7790a2c5749163f4ba9779cc8896a2,649406,101,7272,28,2021-06-21 13:48:00
b314e675547e07c471f4196b5a8dc039,803735,100,8745,25,2021-06-21 12:27:27
3e9f15c3c7986e664dae2b3a097dc5e7,803735,101,8745,25,2021-06-21 13:32:33
8d97f252b0db0c32d374e297a336dfae,700319,100,7272,11,2021-06-22 10:32:00
deabe84b8e986dfae939710f0ba84886,700319,101,7272,11,2021-06-22 11:28:00
c58e929f23ab8188f9a1175d3d68aa60,146589,100,8856,7,2021-06-22 11:22:00
017c352854d9f7a8831d7b4c5f660ff9,146589,101,8856,7,2021-06-22 12:38:00
22b2c8e719475b2ebf0082e38b4bd9ef,490514,100,8879,17,2021-06-22 13:40:00
0e8aec03ba9705f453055f212efc23b7,490514,101,8879,17,2021-06-22 15:20:00
fab3db122f7a3a564f8ed52f2a92dd88,313193,100,8879,21,2021-06-22 10:40:00
477b0c1c446f60af0a04bc3fe4ec37c2,313193,101,8879,21,2021-06-22 13:20:00
7ff1ba49f737e931b2219e6eac11226a,709160,100,8856,32,2021-06-22 15:02:37
5c0352d4b47d55b9ccb525aee9b8b2b7,709160,101,8856,32,2021-06-22 15:27:22
e3d4317d86c49030798ee60476e60072,208798,100,7171,14,2021-06-22 11:15:00
13f63b84f662cab105609fcc88f58420,208798,101,7171,14,2021-06-22 14:45:00
b8c3007625a3c17c12b061e62e8991e4,263151,100,7171,6,2021-06-22 13:52:30
5c5337dba13fa690cd213c4fdc65cded,263151,101,7171,6,2021-06-22 16:37:30
bf5fa5630e657602bc8befa49eebf0b5,401677,100,8745,24,2021-06-22 14:03:45
76c6142e38ff7da2a2f753ee075c5b43,401677,101,8745,24,2021-06-22 14:56:15
fa77b9b6c5f30dfd203fd4326307fa1b,551610,100,7171,13,2021-06-22 10:00:00
96ac67fd952cc8e44afcdbf4597fde63,551610,101,7171,13,2021-06-22 14:00:00
710aaf609bc687888cc021bf12e72c0a,875242,100,8856,26,2021-06-22 14:06:15
9c4465ded970b38193016f957d4b68f9,875242,101,8856,26,2021-06-22 14:53:45
6da7ca8ba0f0efd0badf754d5d4942d4,531034,100,7007,25,2021-06-22 11:30:00
e887c18ca744995b46358bc4ce2118d2,531034,101,7007,25,2021-06-22 14:30:00
6305e39d418f82953aa80894250dde7e,884677,100,7248,18,2021-06-22 14:20:00
25e402afd39270b73d69e4be8dccecf0,884677,101,7248,18,2021-06-22 16:10:00
685981797c813e9a1e5910994194d921,724567,100,7171,33,2021-06-22 13:11:15
3bbd059c79fadd6191e40ca7b558ed82,724567,101,7171,33,2021-06-22 15:48:45
830349b52b3b85f7d993d4f3d8443a25,255320,100,7007,16,2021-06-22 10:00:00
52503b433200af2c26f43ae68dde53a6,255320,101,7007,16,2021-06-22 12:00:00
aefd4f1637fcc5ba12a8fb692bc04a89,286230,100,7248,5,2021-06-22 11:40:00
e7d3d2dec3e7430eb86b9be4824a2bc0,286230,101,7248,5,2021-06-22 14:20:00
4747097fa14731849cb1dc25ea89cb96,720541,100,8879,29,2021-06-22 13:40:00
9b104d8828fdf11b2117cb93098f1c3b,720541,101,8879,29,2021-06-22 15:20:00
398d8f12354b7c27ca889aefb3256c9a,787556,100,7171,9,2021-06-22 10:30:00
a91cef89e28ce0f5535078315ef46b71,787556,101,7171,9,2021-06-22 13:30:00
74b67b64884d6b101ff7b644c9a1f881,188528,100,7171,31,2021-06-22 13:21:00
c55a5518801b1575758eb68d0fb794c4,188528,101,7171,31,2021-06-22 15:39:00
be085f6a4f420b3fc10a9cfd6ceb1e30,241956,100,7272,2,2021-06-22 11:40:00
ab5346356999e8f887c3123cb2b38621,241956,101,7272,2,2021-06-22 14:20:00
1f743a989afca45e3297cf96ac54d269,537904,100,8745,10,2021-06-22 12:20:00
732f89348af13b104bb2c2373504a190,537904,101,8745,10,2021-06-22 13:40:00
81ca74822d2340da29c8a66e2ef42842,520458,100,7248,4,2021-06-22 13:42:30
96a4423a0f36fb634c14becb0cd89859,520458,101,7248,4,2021-06-22 15:17:30
cef490b3d75b67b5f38d1e6c4ab85f7d,849396,100,7171,19,2021-06-22 10:00:00
d2ff642145ad6fd1c5700b15bc32c3d7,849396,101,7171,19,2021-06-22 12:00:00
138eded02b59cc344620907a926ed035,273059,100,7171,9,2021-06-23 11:15:00
46969d52d51fbc0a8f1accd898cb69db,273059,101,7171,9,2021-06-23 14:45:00
80ce52fbfa6542977f0182f3d21d4522,607031,100,8856,2,2021-06-23 12:22:00
a2248a8fa16a1bf1a7d1b33abaf2d095,607031,101,8856,2,2021-06-23 13:38:00
0f737e929cbdadc2338f023925c08e16,429932,100,8745,33,2021-06-23 11:42:00
039fcaacb899223509ad85730251c4c5,429932,101,8745,33,2021-06-23 12:18:00
3396515e01e17a734773a28928e6a91c,279842,100,8856,4,2021-06-23 11:20:00
a5fab16621a66a434eeb072e8bab00af,279842,101,8856,4,2021-06-23 12:40:00
a32f7cc7b5e8793536b8d26d5382188f,649406,100,7248,3,2021-06-23 11:32:00
c5956242a5e7bb5cbf900645d1308d58,649406,101,7248,3,2021-06-23 14:28:00
9bdb1de46b7ce415a46b3cf472d8580d,803735,100,7248,26,2021-06-23 11:52:48
842f7eec3999179861118708f2e6b8c0,803735,101,7248,26,2021-06-23 14:07:12
a45cc9cc2e4513385268057965fc8795,146589,100,7007,27,2021-06-23 08:40:00
0670d574707d903cf8ddfd2ba4191258,146589,101,7007,27,2021-06-23 15:20:00
15963fc34d58c1f29e71036016f62fb1,490514,100,7272,12,2021-06-23 13:42:30
089776f1d2d76d54c2e49af501752d53,490514,101,7272,12,2021-06-23 15:17:30
024367f8b73ad2c4fc6a486d106c42aa,313193,100,8856,32,2021-06-23 11:22:00
9caf85a2cbd29d81b7e63b0c03221b33,313193,101,8856,32,2021-06-23 12:38:00
4798655d6e61a0297d3983494a0a7eb4,709160,100,8745,16,2021-06-23 14:50:15
b61ed9877b5d6022e34e67befe7813f9,709160,101,8745,16,2021-06-23 15:39:45
8914c3beacbfbbea95d35f35c8d52753,208798,100,7272,17,2021-06-23 11:46:30
5ce2363c61f79f49be4038aa02a70aec,208798,101,7272,17,2021-06-23 14:13:30
c05c8d7350e087fbd355409257635da7,263151,100,7007,7,2021-06-23 12:57:30
5dc2c7943cee3d055f78829dfec6471c,263151,101,7007,7,2021-06-23 17:32:30
6a9fa84c3b817a9e8d797f63e2ee4378,401677,100,8745,13,2021-06-23 14:03:45
a9d38abacd13064f3ffa13ec4970f492,401677,101,8745,13,2021-06-23 14:56:15
a1cbce9f931d20363862834aea74ccce,551610,100,7248,14,2021-06-23 10:40:00
33bcbcb66a56a2d66348bbcb7800a5ca,551610,101,7248,14,2021-06-23 13:20:00
dcd10b723ae890a97bc804d23dd76981,875242,100,8856,24,2021-06-23 14:06:15
eb4df4302dec8dd475b76c4fafa10b5a,875242,101,8856,24,2021-06-23 14:53:45
37a33d80d64cd96fdd7d8b31ae889e63,531034,100,7272,20,2021-06-23 11:40:00
1b5335b18fab3dc75d87097c7cacb023,531034,101,7272,20,2021-06-23 14:20:00
69ee4fcfa517d89f325abcdb29eefdf6,884677,100,7248,22,2021-06-23 14:17:15
5e8c0faff3c78e20c7d677d89eb384bc,884677,101,7248,22,2021-06-23 16:12:45
ff84ed5defedb7523f8895da6a1f551f,724567,100,7272,30,2021-06-23 13:40:00
31ecce80ed72ee7bfe12de6e25960fda,724567,101,7272,30,2021-06-23 15:20:00
4cf9ce4cc9879d4ab65a12407b64e868,255320,100,7171,23,2021-06-23 10:15:00
225ea57e34342846bd3f93fa0c61efe3,255320,101,7171,23,2021-06-23 11:45:00
a209f79b995862a5593d7d4874d015bc,720541,100,8879,21,2021-06-24 13:40:00
4ce3329e46db90033e84d5d604c162de,720541,101,8879,21,2021-06-24 15:20:00
97dac2500a52e21a1e2cf6e38f66649e,787556,100,8856,32,2021-06-24 11:20:00
9393602ee0962dac4a6f03cd4a143319,787556,101,8856,32,2021-06-24 12:40:00
2b02f8c2abc18555f4311877ce19399a,188528,100,7272,14,2021-06-24 13:57:30
5f7f6a2620289d578b513c23e3109fbe,188528,101,7272,14,2021-06-24 15:02:30
67f8fc40afb9a0daeae14afd5d89acfa,241956,100,7860,5,2021-06-24 11:06:00
898536d122935c9af23dc34edeb23331,241956,101,7860,5,2021-06-24 14:54:00
a82dffc139e34ec80bad27c0e74ea35c,537904,100,8856,13,2021-06-24 12:20:00
b047e1f5a96e3b414d130f605bec3e69,537904,101,8856,13,2021-06-24 13:40:00
3afbcec2cbfdf40636a836abc64157ef,520458,100,8879,3,2021-06-24 13:40:00
00c7417d7b555656fb933f2a97741ec1,520458,101,8879,3,2021-06-24 15:20:00
d526162403b8c8a350374f66e467c5ce,849396,100,7171,12,2021-06-24 09:57:00
16249c6e3adb632167602d4bb5db7613,849396,101,7171,12,2021-06-24 12:03:00
4b60b78751cdde99c49d4156cb8babdc,607031,100,7860,22,2021-06-24 11:00:00
f31cb1c2612bc0f03d90f9b78a8678d3,607031,101,7860,22,2021-06-24 15:00:00
3fadff871970643c9073711ee3caa2f1,429932,100,7860,28,2021-06-24 10:06:00
20c0126fdf8cdc98401622b248d9cc72,429932,101,7860,28,2021-06-24 13:54:00
dbcfe8c9d1ae40689ca6d69f2c2785e0,279842,100,7171,24,2021-06-24 10:06:00
e91829eb91fb1d3e41a8f83db968d544,279842,101,7171,24,2021-06-24 13:54:00
4579cf4ae9ae620e35ca413342031c72,649406,100,7860,25,2021-06-24 11:00:00
9d65c423626f23ba9e32e42b2b3226af,649406,101,7860,25,2021-06-24 15:00:00
5ad57879a3e983f7f6180c9ba49ad327,803735,100,8745,17,2021-06-24 12:25:00
5884de503b1d2bd9794e5dd907fe3d59,803735,101,8745,17,2021-06-24 13:35:00
cce26eddfdbac06424208b0c148f45fd,700319,100,8879,27,2021-06-24 10:34:00
11d356a881766de4527d80e279bb773f,700319,101,8879,27,2021-06-24 11:26:00
0a160e77e7c0c535ba3f4bd3fe7cd990,146589,100,8879,30,2021-06-24 10:44:00
45628529318f140bbb7bb6a4858dafc4,146589,101,8879,30,2021-06-24 13:16:00
5a8b067dc94968400c718a3bf88d3389,490514,100,8745,18,2021-06-24 14:06:15
442cb7abd86cb652f03f6d6e52ede4b9,490514,101,8745,18,2021-06-24 14:53:45
3f509a9a93a78029532193e5176ef095,313193,100,7171,29,2021-06-24 10:00:00
d816933e2f7d0c01156de0aa276f7439,313193,101,7171,29,2021-06-24 14:00:00
3d565f6b60f1d81eb8836f08ea2e09a6,709160,100,7007,16,2021-06-24 13:45:37
531a7d86bd0e7807318b3ef84d744499,709160,101,7007,16,2021-06-24 16:44:22
b5b12ffae0dbb67f8fc9bec4e298f185,208798,100,7007,10,2021-06-24 10:40:00
9aef182568b2ab0de4259383e05fb470,208798,101,7007,10,2021-06-24 15:20:00
5940707c7e3abf01467d42ecca3c1b1c,263151,100,8745,11,2021-06-24 14:47:30
2f3b777b22bc21fd6c35c79ad4f9c37f,263151,101,8745,11,2021-06-24 15:42:30
1c030a625cf081803f9c34f58752bfc4,401677,100,7007,23,2021-06-24 12:25:00
2ccca8c5a69fc9b44e0b4baa89a94f73,401677,101,7007,23,2021-06-24 16:35:00
e76c06abdcdff21246692241291a48c3,551610,100,7171,8,2021-06-24 09:54:00
78d8a06b9bc0daf4590b56c58d7f0c54,551610,101,7171,8,2021-06-24 14:06:00
a9648a06cf11f5df2ba7e3a77aebb9f6,875242,100,8856,19,2021-06-24 14:05:00
8dd7b8aa2a54db2290034fdbd3e35f42,875242,101,8856,19,2021-06-24 14:55:00
42c38e6e2501f484354ddd50ba89198a,531034,100,8856,31,2021-06-24 12:42:00
b09ebea2a0d97ca09e0312e8f87edee7,531034,101,8856,31,2021-06-24 13:18:00
43caaf3513d06ac594d2957d7c12a300,884677,100,7272,20,2021-06-24 14:20:00
98041435a859bc94f0d5773a38f67399,884677,101,7272,20,2021-06-24 16:10:00
337e42aae388947a6d00dd86b8034278,724567,100,7272,33,2021-06-24 13:52:30
cf217f4d7778585054026e776cfa64cb,724567,101,7272,33,2021-06-24 15:07:30
18c4191901179b34ef7fc40b89baae87,255320,100,7007,15,2021-06-24 10:30:00
1386f0583356c5569f04a748bb03df5e,255320,101,7007,15,2021-06-24 11:30:00
ed23481efa6aef0dc99881f197426fd4,286230,100,7171,6,2021-06-24 11:06:00
92dd588962e77e049dd53ba9ac44e501,286230,101,7171,6,2021-06-24 14:54:00
1f04a6c3797ac5af90deea0b3af2d0ad,720541,100,7272,5,2021-06-25 13:42:30
e90f6336539f9a53bd8d3e576e7a335c,720541,101,7272,5,2021-06-25 15:17:30
9b76a34bffe55aff537cf01b219f35b5,787556,100,8879,31,2021-06-25 11:20:00
e18834b3ea3d83a09032c8036ce5613f,787556,101,8879,31,2021-06-25 12:40:00
7e18427f41610975fdb01ab627121c27,188528,100,8879,20,2021-06-25 13:39:00
6e7be25ed1542cceb023a531cc37d332,188528,101,8879,20,2021-06-25 15:21:00
e15c7f3df4fbd8e3ec28582324832995,241956,100,8879,7,2021-06-25 11:36:00
c126db899f09441ed69dcadb5232f37a,241956,101,8879,7,2021-06-25 14:24:00
1ff5af3034e31c48f9c644936ef87adf,537904,100,7007,19,2021-06-25 09:40:00
bb3fc03d231c70b9b960b14f8e90a81a,537904,101,7007,19,2021-06-25 16:20:00
5343d9c9586b5976ea0ea6341cd5fdf3,520458,100,7007,32,2021-06-25 13:46:15
4e9b79cc73417b0422f2a990826953b5,520458,101,7007,32,2021-06-25 15:13:45
be029b602ab1754220902aadbf20d250,849396,100,8856,30,2021-06-25 10:41:00
eac98b9c2ad234777275016debca6c3c,849396,101,8856,30,2021-06-25 11:19:00
d101810b0e0af630e2a514362a459887,273059,100,7248,17,2021-06-25 12:04:00
2c4021f413f0c1568d75c2bcf5561ec7,273059,101,7248,17,2021-06-25 13:56:00
c960aaf76de88a8398a98c90732f6636,607031,100,7860,24,2021-06-25 11:00:00
7b9488a73bf5712aaef349c34ef79d45,607031,101,7860,24,2021-06-25 15:00:00
a07a10d4e9829fd33220808078cff8fc,429932,100,7248,10,2021-06-25 11:24:00
d81d6096a32878e88f79020a0ebdae6a,429932,101,7248,10,2021-06-25 12:36:00
24f9d66d438b6ae0b74c1648e3bc3985,279842,100,8745,11,2021-06-25 11:22:00
04ed448f1a92b2a0edef940c0e8ff9ee,279842,101,8745,11,2021-06-25 12:38:00
39f58ed0775fc63e8724aa1d6d433761,803735,100,7860,27,2021-06-25 11:17:06
a17d9a2fae59dd741d64b9d364f804ea,803735,101,7860,27,2021-06-25 14:42:54
a4a1c543b878fd4d0c8ca36a9b7bce17,700319,100,7171,14,2021-06-25 10:06:00
e0caff9b4a3d98d0ec45f21c83209dcf,700319,101,7171,14,2021-06-25 11:54:00
e998718e0c136ca8e83393b340cf535c,146589,100,7171,22,2021-06-25 10:00:00
49d4a308583b0477202a38679fdbdfab,146589,101,7171,22,2021-06-25 14:00:00
9398485674a53e15009b8ff5ca11c6e7,490514,100,8025,23,2021-06-25 12:25:00
dadd344c20139a79eeeb932ee256a56d,490514,101,8025,23,2021-06-25 16:35:00
97b7de38df68f79613b46923372d2021,313193,100,7007,16,2021-06-25 08:40:00
28eb89be6b7603fdeaedd1757cce1ed1,313193,101,7007,16,2021-06-25 15:20:00
abb2c4eed8e32c5c1956e2f011433b74,709160,100,7248,6,2021-06-25 14:50:15
f91673e1c6a58580997bda315f8e2b2c,709160,101,7248,6,2021-06-25 15:39:45
8db100e37513fba87046595868884bff,208798,100,8856,9,2021-06-25 12:32:00
49e7ec8ce11658434c685dbd90f14a2b,208798,101,8856,9,2021-06-25 13:28:00
aefc6c0cf3320674242308f4a4c54e99,263151,100,7860,12,2021-06-25 13:48:22
8169f716d7ecd4ad822a99052f8a8ea7,263151,101,7860,12,2021-06-25 16:41:37
5f57cc17ba5165c22b2aab51852b3132,401677,100,7007,25,2021-06-25 12:25:00
639b56b1ac48a155d0802bd7fdbde172,401677,101,7007,25,2021-06-25 16:35:00
540b29af40dea2c788c1e5e501803468,551610,100,8856,4,2021-06-25 11:18:00
c4f77755fbcd00234d385994ebfc8614,551610,101,8856,4,2021-06-25 12:42:00
4cab214bb7afa3fc2247997862d97373,875242,100,7272,2,2021-06-25 13:37:30
12f06190339db755425c1b701d4861e8,875242,101,7272,2,2021-06-25 15:22:30
64520d382cf6d6fa285c2362146a350a,531034,100,8745,28,2021-06-25 12:46:00
29b1a897396f505d553421c979dc9578,531034,101,8745,28,2021-06-25 13:14:00
527f73ad6f7ed51faf6a5404664a8af5,884677,100,7248,3,2021-06-25 14:20:00
ff3d8c0ec835e26f3527820d268eed2e,884677,101,7248,3,2021-06-25 16:10:00
0a4f8bcbc3e23e35d43fcaef9deb0312,724567,100,7272,26,2021-06-25 13:50:00
0e66895fc1ba883b92ec9372b35aeb7a,724567,101,7272,26,2021-06-25 15:10:00
1c39a9cb6486d1245bdbd4f8a98a7689,255320,100,7007,29,2021-06-25 10:10:00
cb343cf274145ac35aa6dddff5b649d0,255320,101,7007,29,2021-06-25 11:50:00
824c7b4a2c60ff40d989e5512e5e9fb5,286230,100,7171,33,2021-06-25 11:00:00
372116a71123705f465d9bd9c453fd9c,286230,101,7171,33,2021-06-25 15:00:00
3fad417cbc50786054a69b50e8ce5c1a,720541,100,8745,21,2021-06-25 14:06:15
f3226964a7d7664ba0b4cd9d7637ef20,720541,101,8745,21,2021-06-25 14:53:45
c1e3597e5cc4289a715c6acfbffc5721,787556,100,8879,25,2021-06-26 10:40:00
e61fc380ed664999d412e74119c87356,787556,101,8879,25,2021-06-26 13:20:00
34c5656686f473e5de81fc18b6a02593,188528,100,7171,4,2021-06-26 13:41:15
4e2bc580b6bdca9c9ce77d1f76664f5a,188528,101,7171,4,2021-06-26 15:18:45
a9f448339d6b3287927820ed8af3e76a,241956,100,7860,30,2021-06-26 11:00:00
167638200f2d39d86895809b1cdcbade,241956,101,7860,30,2021-06-26 15:00:00
650539d9cf7979f2de8e89f92834e908,537904,100,8745,19,2021-06-26 12:22:00
b8d5066fa9b9a95ad04886fb3eadf37f,537904,101,8745,19,2021-06-26 13:38:00
05bdf0e2a084b319ffc5c570052aa96a,520458,100,7171,16,2021-06-26 13:52:30
dd58c3739db5cc7cd29d0b4a2eec829a,520458,101,7171,16,2021-06-26 15:07:30
39406f4538a37780a1d7baf880312a3e,849396,100,8879,13,2021-06-26 10:22:00
6c02453d85b1a19c9786959c4ac341b0,849396,101,8879,13,2021-06-26 11:38:00
94b521a6cf0a57d6b0a3a7d64ce1622d,273059,100,8745,12,2021-06-26 12:27:48
1693d926151c79fee3528b04b8970b22,273059,101,8745,12,2021-06-26 13:32:12
e36b0cd242fef58ac48007d4e539b941,607031,100,7248,7,2021-06-26 11:44:00
68baf9bb982d0e869123965c3e4dc8cb,607031,101,7248,7,2021-06-26 14:16:00
7e293dddc821a04a8ecc2a759f062dce,429932,100,7248,1,2021-06-26 10:48:00
f91041b9be65a73af6a29a13ccdb61e3,429932,101,7248,1,2021-06-26 13:12:00
a02f981f3baeb64724b832d7635e8b29,279842,100,8856,6,2021-06-26 11:18:00
6867a53b4ca2475d170f43dee65e77d7,279842,101,8856,6,2021-06-26 12:42:00
c5c4542e37249aac4a98a8db5ae42d3c,649406,100,8856,22,2021-06-26 12:18:00
1ba011fe5589239236839d822402edb4,649406,101,8856,22,2021-06-26 13:42:00
d2f855bc6de0c6f2b7e5a8d457feb082,803735,100,7171,20,2021-06-26 12:07:30
2a59055dcab2f553188e62f67c2158f3,803735,101,7171,20,2021-06-26 13:52:30
915b9e88df7ea6a8efad942455d3c107,700319,100,8025,3,2021-06-26 09:20:00
fd89e3b6cbcacc7548913b1a167ec087,700319,101,8025,3,2021-06-26 12:40:00
ac80d60a9740a32d02f53410448b7862,146589,100,8025,18,2021-06-26 08:30:00
503a9bdfc5208a99ce2a99f06e08b71d,146589,101,8025,18,2021-06-26 15:30:00
c3baea53fd9df828ad04bac6b310e593,490514,100,8856,5,2021-06-26 14:05:00
fb4302c0f5d321ebd37e177e3ac54c8b,490514,101,8856,5,2021-06-26 14:55:00
a6977d4fac6f7fbeb7b60ea752c75ea2,313193,100,8879,15,2021-06-26 10:44:00
94623996b3a57694da11bea8d08e75a1,313193,101,8879,15,2021-06-26 13:16:00
a0115a46c0ab52bb56adefa338acb31e,709160,100,8745,24,2021-06-26 15:05:22
98cb79f02db0359f23a4c98cccb7a856,709160,101,8745,24,2021-06-26 15:24:37
e50bb2b661f5a7de493bfd6642f1a8e4,208798,100,8745,28,2021-06-26 12:37:15
11b2c85630357d004a567147bf5f0c18,208798,101,8745,28,2021-06-26 13:22:45
3838b6f8e714887388f8054b459f9ad0,263151,100,8856,27,2021-06-26 14:48:52
8435931afa267f7568fb5702089b59a8,263151,101,8856,27,2021-06-26 15:41:07
bf8b8ca6b64366d6981f8324bca1a306,401677,100,7860,31,2021-06-26 13:15:00
b72b5821defe6571f90da5fb333f3548,401677,101,7860,31,2021-06-26 15:45:00
d9453a179a8f2d6e4087bea6fe6e2408,551610,100,8856,29,2021-06-26 11:20:00
213b98e1315f8ea0797a7a719c2806bb,551610,101,8856,29,2021-06-26 12:40:00
d4f10848c92394d234e5c42e5550b555,875242,100,7248,17,2021-06-26 13:42:30
21bf2bac25daf2aab44f9d67930e974a,875242,101,7248,17,2021-06-26 15:17:30
f8983f7466eb3dc8d83bb5d070ab3d53,531034,100,7248,33,2021-06-26 11:40:00
e2d56d908e93d7355b0636ed5649b689,531034,101,7248,33,2021-06-26 14:20:00
c1f16e98e4f611ae322ac18ed733f3f1,884677,100,8856,11,2021-06-26 14:48:52
7a6f2ec20d2a5eaec02572e3e128db68,884677,101,8856,11,2021-06-26 15:41:07
15144bca16486b63a0ac99cbb041a4cb,724567,100,7248,32,2021-06-26 13:41:00
7bb0c238f23b900f1082c14fda6cc209,724567,101,7248,32,2021-06-26 15:19:00
91d3379dbd6b35323218bb86c2d44c39,255320,100,7248,14,2021-06-27 10:20:00
62521b34c959e8d324ad684e1eeeb706,255320,101,7248,14,2021-06-27 11:40:00
68e664b47781cb91a2d7dc4150d7b6e0,286230,100,7272,32,2021-06-27 11:40:00
f956cbdbf73874a8cc84c6c162522392,286230,101,7272,32,2021-06-27 14:20:00
318ff114f72e70163c66c09b77c62e37,720541,100,7248,1,2021-06-27 13:40:00
cd18e8590a4d737fcb4dda1d738c105b,720541,101,7248,1,2021-06-27 15:20:00
8574cde1fce0c9b046031c17e167ee69,787556,100,8879,26,2021-06-27 10:32:00
90dbc0c5c9083037e4968cafdfc57171,787556,101,8879,26,2021-06-27 13:28:00
e1c39b51e68f3d0c56b882b027f2703c,188528,100,7860,22,2021-06-27 13:51:00
30e9293e8b612d249e55cb0e13a99b7e,188528,101,7860,22,2021-06-27 15:09:00
4ce2d58c1bcad6ac7f79fee143c00b49,241956,100,7860,29,2021-06-27 11:00:00
45bdec4f6887559adcd3e9ec7ff4e749,241956,101,7860,29,2021-06-27 15:00:00
18ecb0339a5c91b6b904f3c01fce45b2,537904,100,8856,6,2021-06-27 12:20:00
f24636f48e63f75c3097f127e2e3b635,537904,101,8856,6,2021-06-27 13:40:00
ff21a16cd1499bf5da25c174c9446b26,520458,100,7171,15,2021-06-27 14:03:45
af8a2f7bc9ddd4ee30b69cae97e0a356,520458,101,7171,15,2021-06-27 14:56:15
723c1057285cfc506cab2245356ea062,849396,100,7775,23,2021-06-27 09:57:00
7df1db5b6ecd469e92ee9dcc42b82ffa,849396,101,7775,23,2021-06-27 12:03:00
3f578bdc59a2739b6fb4484aa63ee1df,273059,100,8732,10,2021-06-27 11:51:24
f641a3b4e91b580283c17c538a36fc68,273059,101,8732,10,2021-06-27 14:08:36
9794a371dc00d86fa59b74015096ff23,607031,100,7775,3,2021-06-27 11:06:00
34047c0fe708c6c09c4de9c5d7f0e271,607031,101,7775,3,2021-06-27 14:54:00
4d9cad972aa3b56efa3734ec8a1e088d,429932,100,7860,7,2021-06-27 11:00:00
a0b52479c2bcfc6823ad67666f0e3d71,429932,101,7860,7,2021-06-27 13:00:00
58cb1e737d88a3db9e02cca1bef5ea79,279842,100,8025,9,2021-06-27 08:50:00
bd0e93a452f1d4063957155a75c553d9,279842,101,8025,9,2021-06-27 15:10:00
bc14dbf67e31b9a6af892337eda53e98,649406,100,7860,28,2021-06-27 11:30:00
ab23dad552895b9cd9a14241ef0f951c,649406,101,7860,28,2021-06-27 14:30:00
1a302d8515d5636bfbab287b069aacaa,803735,100,8745,30,2021-06-27 12:25:42
2bf70c4cb9adefc2ea49de33d734e8ad,803735,101,8745,30,2021-06-27 13:34:18
5f9d7ddb127f23e1c760158943802fec,700319,100,8856,24,2021-06-28 10:51:00
492d9971b0b5fd3ef786cba421582b4f,700319,101,8856,24,2021-06-28 11:09:00
a62d6ea8eaecc91fcace09d67141ade4,146589,100,8856,6,2021-06-28 11:22:00
98bda21dbb9fb37939b8d37980d35449,146589,101,8856,6,2021-06-28 12:38:00
666bf775634d502faf774dd25c4325d0,313193,100,8745,18,2021-06-28 11:20:00
49750f9e59aea23b36d07a337c13a02f,313193,101,8745,18,2021-06-28 12:40:00
d1ef5be7fb3051db4eb09e213c3f5b7f,709160,100,8879,8,2021-06-28 14:42:00
99f3848b0f7815da5b5c219a1f860f3c,709160,101,8879,8,2021-06-28 15:48:00
65aad4d596fbd3585b5b1d07557f324f,208798,100,8025,9,2021-06-28 11:32:30
b40c91065ba8473ba39326e6d291a139,208798,101,8025,9,2021-06-28 14:27:30
be10f83569269702567daa2a99f81ae5,263151,100,8732,25,2021-06-28 14:20:00
c616e5ab409ade756868851025c27dae,263151,101,8732,25,2021-06-28 16:10:00
397e96958f66446c6bb66461a86d678d,401677,100,8745,15,2021-06-28 14:05:00
2061a3f56b694a581bdff3ae1ecf59c3,401677,101,8745,15,2021-06-28 14:55:00
7e194d54b732d2094a861bfc55210b99,551610,100,8732,14,2021-06-28 10:40:00
fbeeb10a5227224b2cfb41f7448f24cb,551610,101,8732,14,2021-06-28 13:20:00
de69c2bdfa01d181d94bb87925f3dc4f,875242,100,7248,17,2021-06-28 13:40:00
f7d45bb02e21e48b0014916f3acdbbfd,875242,101,7248,17,2021-06-28 15:20:00
d830f970e529e4931ce5d8bd94a4d1fa,531034,100,7272,5,2021-06-28 12:20:00
a2095e226fb0145bb1ae043af2c7ee31,531034,101,7272,5,2021-06-28 13:40:00
cdc61a40b86a85e6d66d618aab3361aa,884677,100,7775,26,2021-06-28 13:48:22
fe791a8cc92e00cd5ca2e77b1e44af25,884677,101,7775,26,2021-06-28 16:41:37
51aedda18c00827a7a519f8cac3e02b9,724567,100,7171,20,2021-06-28 13:30:00
548e53e314b46f4b1523c7fcc061bae5,724567,101,7171,20,2021-06-28 15:30:00
39c8b623d68ea64c1aa1be4e564f1eee,286230,100,8879,28,2021-06-29 11:40:00
e8530408823c15fa9f1f4efe1b99e658,286230,101,8879,28,2021-06-29 14:20:00
2ae5450c835f3bd7f17f889c0d7d07c2,787556,100,8856,17,2021-06-29 11:36:00
76bbc34fee608f547849dd915cb7ba92,787556,101,8856,17,2021-06-29 12:24:00
565572fe852911a71deba41416380799,188528,100,8879,18,2021-06-29 13:52:30
cc04a148751b1971a9ef610742dc7064,188528,101,8879,18,2021-06-29 15:07:30
